Name;ID;RegistrationDate;Location;Owner;Flow;MaintenanceTime;Road
Кассовый пункт с. Шаран;2054;03.04.2017;452630 с. Шаран Республика Башкартостан, Шаранский р-н, с. Шаран, ул. Торговая, 3, пом. 8;"ГУП ""Башавтотранс""";9;2;1 вариант. Со стороны г. Туймазы, с. Шаран (ул. Первомайская, ул. Красноармейская, ул. Торговая), 2 вариант. Со стороны Чекмагуша, с. Шаран (ул. Чапаева, ул. Красноармейская, ул. Торговая)
"АС ""Экспресс"" г. Ефремов";71027;03.04.2017;"301840 г. Ефремов Тульская область, г. Ефремов, ул. Ленина, 40 ""А""";"ООО ""Экспресс""";3;5;1 вариант: Р-141, г. Ефремов (Тульское ш., ул. Ленина), 2 вариант: Р-126, г. Ефремов (ул. Красная Площадь, ул. Красноармейская, ул. Ленина)
Остановочный пункт с. Новоукраинское 98км;23441;05.06.2017;с. Новоукраинское а/д Р-217 «Кавказ» а/д М-4 «Дон» – Владикавказ – Грозный – Махачкала – граница с Азербайджанской Республикой, 98км+723м (справа), 98км+741м (слева);"ФКУ Упрдор ""Черноморье""";12;5;"а/д Р-217 ""Кавказ"" а/д М-4 ""Дон"" - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой. Подъезд к г. Майкоп, с. Новоукраинское, ул. Дорожная"
"Кассовый пункт ""Нарышкино""";57022;11.07.2016;пгт Нарышкино Орловская обл., пгт. Нарышкино, ул. Ленина;"АО ""Орелавтотранс""";24;10;пгт. Нарышкино, ул. Ленина
Славянский автовокзал;23024;02.02.2017;353840 г. Славянск-на-Кубани Краснодарский край, г. Славянск-на-Кубани, ул. Ковтюха, д. 120;"АФ ""Кубаньпассажиравтосервис"" ОАО";17;10;1 вариант: г. Славянск-на-Кубани (ул. Ковтюха), 2 вариант: г. Славянск-на-Кубани (ул. Красная, ул. Щорса, ул. Ковтюха)
ОП п. Плосково;76019;22.05.2017;п. Плосково а/д Р-104 «Сергиев Посад – Калязин – Рыбинск – Череповец», 325км+605м (справа), 325км+390м (слева);Департамент транспорта Ярославской области;30;2;а/д Р-104 «Сергиев Посад – Калязин – Рыбинск – Череповец», 325км
ОП д. Лудони;60033;13.03.2017;"д. Лудони ФАД Р-23 ""Санкт-Петербург - Псков - Пустошка - Невель - граница с Республикой Белоруссия"" н.п. Лудони 213км.+768м. (слева), 213км.+768м. (справа)";"ФКУ ""Севзапуправтодор""";12;5;"Р-23 ""Санкт-Петербург - Псков - Пустошка - Невель - граница с Республикой Белоруссия"" 213 км н.п. Лудони"
АВ г. Смоленск;67021;26.07.2016;214012 г. Смоленск Смоленская обл., г. Смоленск, ул. Кашена, д. 13;"ПАО ""Смоленское областное предприятие пассажирского транспорта""";21;2;"1 вариант. г. Смоленск (а/д ""Витебское шоссе""), г. Смоленск (Пятницкий путепровод), г. Смоленск (ул.Кашена), г. Смоленск (пер. Болмашова), г. Смоленск (ул. Кашена), 2 вариант. г. Смоленск (ул. Новомосковская), г. Смоленск (ул. Кашена), г. Смоленск (пер. Болмашова), г. Смоленск (ул. Кашена), 3 вариант. г. Смоленск (ул.Дзержинского), г. Смоленск (ул. Кашена), г. Смоленск (пер. Болмашова), г. Смоленск (ул. Кашена)"
КДП г. Дятьково;32047;02.02.2017;242600 г. Дятьково Брянская область, г. Дятьково, ул. Фокина, 68;"ООО ""Автомобилист""";20;5;1 вариант: южное направление г. Дятьково (ул. Орджоникидзе), 2 вариант: северное направление г. Дятьково (ул. Киевская, а/д Р68)
"Кассовый пункт ""Тросна""";57014;11.07.2016;п. Тросна Орловская обл., с. Тросна, ул. Московская, 31;"АО ""Орелавтотранс""";36;10;с. Тросна, ул. Московская
ОП с. Покрово-Пригородное 217км;68073;20.05.2017;с. Покрово-Пригородное а/д Р-193 Воронеж – Тамбов, 217км+281м (справа), 217км+352м (слева);"ФКУ Упрдор ""Москва - Волгоград""";12;5;а/д Р-193 Воронеж – Тамбов, 217км
ОП г. Семикаракорск;61005;20.10.2016;346630 г. Семикаракорск Ростовская область, г. Семикаракорск, ул. Авилова, 10;"ПАО ""Донавтовокзал""";120;1;ул. Калинина, ул. Авилова
АС п. Невель;60005;05.12.2016;182541 п. Невель Псковская область, п. Невель, ул. Комсомольская, 43;"ГП Псковской области ""Псковавтотранс""";8;10;п. Невель (ул. Комсомольская)
